pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-40,4-4,0-0,,2476599.0,,,55,1.0,5,Ad,David Fix,Far,,,,,,,,,,139.7988189,434.5465114,Crosscourt,Forehand,,,,,,,,,,-75.02623578,-217.1999945,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,David Fix,1.0,,,,,,,Short
30-40,4-4,0-0,,2478099.0,,,55,1.0,6,Ad,David Fix,Far,,,,,,,,,,-147.3494259,-515.1752734,Down the Line,Backhand,,,,,,,,,,-96.61465989,307.6230534,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
30-40,4-4,0-0,,2479639.0,,,55,1.0,7,Deuce,David Fix,Far,,,,,,,,,,-55.58309274,444.1156277,Crosscourt,Forehand,,,,,,,,,,98.06924213,-220.7083771,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,4-4,0-0,,2481199.0,,,55,1.0,8,Deuce,David Fix,Far,,,,,,,,,,157.1428423,-477.1978237,Crosscourt,Backhand,,,,,,,,,,-31.79430774,366.9792104,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-40,4-4,0-0,,2482468.0,,,55,1.0,9,Deuce,David Fix,Far,,,,,,,,,,-40.55659449,500.3341864,Down the Line,Forehand,,,,,,,,,,-10.07964786,-330.2636975,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,9,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,4-4,0-0,,2483988.0,,,55,1.0,10,Ad,David Fix,Far,,,,,,,,,,-6.550749125,-552.8536691,Down the Line,Forehand,,,,,,,,,,-61.92542651,353.2690398,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,9,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-40,4-4,0-0,,2485539.0,,,55,1.0,11,Deuce,David Fix,Far,,,,,,,,,,-65.93718285,541.0029309,Crosscourt,Forehand,,,,,,,,,,94.56422791,-255.2536144,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,9,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,4-4,0-0,,2487099.0,,,55,1.0,12,Deuce,David Fix,Far,,,,,,,,,,141.892044,-480.1881726,Crosscourt,Backhand,,,,,,,,,,-105.3333115,283.8922189,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,4-4,0-0,,2488568.0,,,55,1.0,13,Deuce,David Fix,Far,,,,,,,,,,-138.7521872,558.9450241,Crosscourt,Forehand,,,,,,,,,,139.9143755,-279.2749289,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,4-4,0-0,,2490199.0,,,55,1.0,14,Deuce,David Fix,Far,,,,,,,,,,148.8446194,-321.550175,Down the Line,Backhand,1.0,,,,,,,,,160.4429243,384.4654692,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,9,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,
30-40,4-4,0-0,,2491869.0,,,55,1.0,15,Ad,David Fix,Far,,,,,,,,,,129.4820866,556.552745,Crosscourt,Backhand,,,,,,,,,,-8.095472441,-260.8467629,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,9,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,4-4,0-0,,2493318.0,1.0,2493318.0,55,1.0,16,Ad,David Fix,Far,,,,,,,,,,-59.05939961,-519.6607776,Down the Line,Forehand,,,,,,,,,,-59.05939961,-216.1720035,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,Gianluca Ballotta,,,,David Fix,1,,,
40-40,4-4,0-0,1.0,2523798.0,,,56,1.0,1,Ad,David Fix,Far,,,,,0.0,Wide,-136.5232721,-253.1316437,,33.3236822,439.9340387,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,9,,Gianluca Ballotta,David Fix,,,,,,Double Fault,Wide,
40-40,4-4,0-0,,2524699.0,,,56,1.0,2,Ad,David Fix,Far,,,,,,,,,,-163.2730479,-471.8151958,Crosscourt,Forehand,1.0,,,,,,,,,136.8052165,455.0,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,9,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,
40-40,4-4,0-0,,2527429.0,1.0,2527429.0,56,1.0,3,Ad,David Fix,Far,,,,,,,,,,140.3968887,497.9419073,Crosscourt,Forehand,,,,,,,,,,-161.3293307,-417.3216043,,1.0,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,9,,Gianluca Ballotta,David Fix,1.0,,,Gianluca Ballotta,1,,,
0-0,5-4,0-0,1.0,2619168.0,,,57,,1,Deuce,Gianluca Ballotta,Far,0.0,Wide,117.1469215,29.1375,1.0,Body,76.39251422,-189.8239392,,-39.58475503,484.7843723,,,1.0,,,,,,,,,,,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,Gianluca Ballotta,,,,,,2nd Serve In,Body,
0-0,5-4,0-0,,2628679.0,,,57,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,123.351881,-524.14632,Down the Line,Forehand,1.0,,,,,,,,,28.1234416,289.4813101,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,David Fix,,,,,,,,Short
0-0,5-4,0-0,,2630168.0,,,57,,3,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-6.980593832,458.4693023,Crosscourt,Forehand,,,,,,,,,,32.8417815,-312.6957951,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,1.0,,,,,,,Short
0-0,5-4,0-0,,2631798.0,,,57,,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,55.35883093,-557.0401575,Crosscourt,Forehand,,,,,,,,,,-71.6906332,199.3089239,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Short
0-0,5-4,0-0,,2633199.0,,,57,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-115.2032043,519.4724191,Down the Line,Backhand,,,,,,,,,,-77.76330927,-178.1679134,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
0-0,5-4,0-0,,2634949.0,1.0,,57,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-50.61166885,-519.3617618,Down the Line,Forehand,,,,,,,,,,-115.7306923,606.7478128,,,,,1.0,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,1.0,,Gianluca Ballotta,1,,,Long
15-0,5-4,0-0,1.0,2661898.0,,,58,,1,Ad,Gianluca Ballotta,Far,1.0,Wide,-153.7628007,-225.060105,,,,,,46.83634624,427.4769248,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Wide,
15-0,5-4,0-0,,2662898.0,,,58,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-197.5125328,-503.8119477,Down the Line,Backhand,,,,,,,,,,-62.4723972,287.9637248,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Short
15-0,5-4,0-0,,2664199.0,,,58,,3,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-17.4281168,512.2955818,Down the Line,Backhand,,,,,,,,,,-122.3919455,-215.4082732,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-0,5-4,0-0,,2665699.0,,,58,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-149.8912511,-494.2428314,Down the Line,Backhand,1.0,,,,,,,,,-110.0906551,349.7483705,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,David Fix,,,,,,,,Short
15-0,5-4,0-0,,2667499.0,,,58,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-99.50384405,481.1959536,Down the Line,Backhand,,,,,,,,,,-66.82423994,-275.7359252,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-0,5-4,0-0,,2668949.0,,,58,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-54.08793745,-516.6704287,Down the Line,Forehand,,,,,,,,,,-83.00596019,348.8873414,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,1.0,,,,,,Short
15-0,5-4,0-0,,2670199.0,1.0,2670199.0,58,,7,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-89.33665792,517.08014,Crosscourt,Backhand,,,,,,,,,,182.027827,-303.2682633,,,1.0,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,David Fix,1,,,
15-15,5-4,0-0,1.0,2693329.0,,,59,,1,Deuce,Gianluca Ballotta,Far,0.0,T,46.01397638,25.54908136,1.0,Body,64.75838255,-152.293061,,-37.04292979,478.8036745,,,1.0,,,,,,,,,,,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,Gianluca Ballotta,,,,,,2nd Serve In,Body,
15-15,5-4,0-0,,2702778.0,,,59,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,121.5576717,-500.8215989,Down the Line,Forehand,,,,,,,,,,52.59683946,377.7619969,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,David Fix,,,,,,,,Deep
15-15,5-4,0-0,,2704298.0,,,59,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,39.21094707,485.9805118,Crosscourt,Forehand,,,,,,,,,,-64.20375656,-364.829451,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Deep
15-15,5-4,0-0,,2705898.0,,,59,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-76.92673885,-537.9019248,Down the Line,Forehand,,,,,,,,,,-97.92815507,454.6583443,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,1.0,,,,,,Deep
15-15,5-4,0-0,,2707199.0,,,59,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-85.59873141,491.9612095,Crosscourt,Backhand,,,,,,,,,,50.02979003,-310.3871883,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-15,5-4,0-0,,2708849.0,,,59,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,72.51595035,-502.0177384,Crosscourt,Forehand,,,,,,,,,,-122.3519084,454.2680774,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Deep
15-15,5-4,0-0,,2710099.0,,,59,,7,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-146.2280402,545.7874891,Crosscourt,Backhand,,,,,,,,,,52.32557415,-307.3374344,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-15,5-4,0-0,,2711619.0,,,59,,8,Deuce,Gianluca Ballotta,Far,,,,,,,,,,73.93638998,-499.3264053,Crosscourt,Forehand,,,,,,,,,,-71.28245297,180.1500984,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Short
15-15,5-4,0-0,,2712968.0,,,59,,9,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-134.2666448,557.7488845,Crosscourt,Backhand,1.0,,,,,,,,,22.56922025,-315.863096,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-15,5-4,0-0,,2715048.0,,,59,,10,Deuce,Gianluca Ballotta,Far,,,,,,,,,,20.35305118,-439.2204123,Crosscourt,Forehand,,,,,,,,,,-77.59956255,172.3751914,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Short
15-15,5-4,0-0,,2716229.0,,,59,,11,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-148.0222878,615.1635827,Down the Line,Backhand,,,,,,,,,,-113.5585028,-79.41218285,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-15,5-4,0-0,,2717199.0,1.0,2717199.0,59,,12,Ad,Gianluca Ballotta,Far,,,,,,,,,,-113.5585028,-99.5167815,Crosscourt,,,1.0,,,,,,1,,39.0614392,235.5077045,1.0,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,David Fix,,,,David Fix,,,,Short
15-30,5-4,0-0,1.0,2748568.0,,,60,,1,Ad,Gianluca Ballotta,Far,1.0,T,-45.6855643,-152.0129156,,,,,,55.02241907,424.977395,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,T,
15-30,5-4,0-0,,2749499.0,,,60,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-113.6332568,-552.2555993,Down the Line,Forehand,,,,,,,,,,-19.90931212,402.6195757,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,1.0,,,,,,Deep
15-30,5-4,0-0,,2750798.0,1.0,2751999.0,60,,3,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-7.017989939,404.6430227,Crosscourt,Forehand,,,,,,,,,,32.05520013,-461.886051,,,,,1.0,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,1.0,,,David Fix,1,,,Long
15-40,5-4,0-0,1.0,2776528.0,,,61,1.0,1,Deuce,Gianluca Ballotta,Far,1.0,T,44.3834755,-174.9062227,,,,,,-31.45471894,411.2217902,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,T,
15-40,5-4,0-0,,2777548.0,,,61,1.0,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,67.5818843,-520.2588473,Down the Line,Backhand,,,,,,,,,,150.1862095,364.7045549,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,David Fix,,1.0,,,,,,Deep
15-40,5-4,0-0,,2779398.0,,,61,1.0,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,139.7988189,499.1380468,Crosscourt,Forehand,,,,,,,,,,-57.06955927,-212.172687,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-40,5-4,0-0,,2780999.0,,,61,1.0,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-107.3535433,-525.3424595,Down the Line,Forehand,,,,,,,,,,-16.93465661,455.0000383,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,1.0,,,,,,Long
15-40,5-4,0-0,,2782298.0,,,61,1.0,5,Ad,Gianluca Ballotta,Far,,,,,,,,,,9.097205818,474.0191164,Crosscourt,Backhand,,,,,,,,,,-13.74932743,-439.0649716,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,1.0,,,,,,,Deep
15-40,5-4,0-0,,2783679.0,,,61,1.0,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-30.48287948,-534.9115759,Down the Line,Forehand,,,,,,,,,,-38.22567257,196.5908738,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,David Fix,,1.0,,,,,,Short
15-40,5-4,0-0,,2785199.0,,,61,1.0,7,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-45.19164479,503.3245352,Down the Line,Forehand,,,,,,,,,,-142.8482283,-364.002909,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,1.0,,,,,,Deep
15-40,5-4,0-0,,2786798.0,,,61,1.0,8,Ad,Gianluca Ballotta,Far,,,,,,,,,,-154.4515092,-552.5546533,Down the Line,Backhand,,,,,,,,,,-25.03786089,422.9064086,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Deep
15-40,5-4,0-0,,2788099.0,,,61,1.0,9,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-9.302788714,459.067372,Crosscourt,Forehand,,,,,,,,,,87.85903325,-289.8127843,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,Gianluca Ballotta,1.0,,,,,,,Short
15-40,5-4,0-0,,2789548.0,,,61,1.0,10,Deuce,Gianluca Ballotta,Far,,,,,,,,,,104.4379484,-513.9791339,Crosscourt,Forehand,,,,,,,,,,-68.00545166,329.9018318,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,David Fix,,,,,,,,Short
15-40,5-4,0-0,,2790898.0,,,61,1.0,11,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-107.1292432,471.0287675,Down the Line,Backhand,,,,,,,,,,-41.69478346,-211.0271107,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-40,5-4,0-0,,2792418.0,,,61,1.0,12,Ad,Gianluca Ballotta,Far,,,,,,,,,,-22.80140529,-492.149568,Down the Line,Forehand,,,,,,,,,,-106.6720308,359.9025427,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,1.0,,,,,,Deep
15-40,5-4,0-0,,2793599.0,,,61,1.0,13,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-122.0809875,541.0029309,Crosscourt,Backhand,,,,,,,,,,23.90411199,-412.2379921,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,Gianluca Ballotta,,,,,,,,Deep
15-40,5-4,0-0,,2795079.0,,,61,1.0,14,Deuce,Gianluca Ballotta,Far,,,,,,,,,,33.34239939,-530.7250875,Crosscourt,Forehand,,,,,,,,,,-74.61878281,238.4250219,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,10,,David Fix,David Fix,,,,,,,,Short
15-40,5-4,0-0,,2796468.0,,,61,1.0,15,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-108.1758749,536.2183727,Down the Line,Backhand,,,,,,,,,,-94.81049869,-289.6436789,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,10,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-40,5-4,0-0,,2797918.0,,,61,1.0,16,Ad,Gianluca Ballotta,Far,,,,,,,,,,-89.18715004,-487.0659941,Down the Line,Backhand,1.0,,,,,,,,,-111.0806376,325.9017115,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,10,,David Fix,David Fix,,,,,,,,Short
